record_time_ns,accepted_count,rms_m
1785256492542044105,307,0.046859
1785256492602134587,1948,0.037277
1785256492615541454,405,0.041858
1785256492663401730,1735,0.038785
1785256492675743739,1735,0.038785
1785256492716544847,478,0.037885
1785256492742839346,478,0.037885
1785256492797806677,1938,0.034303
1785256492820602353,446,0.043263
1785256492857057117,1625,0.038690
1785256492897060588,1942,0.036503
1785256492917009915,498,0.037201
1785256492963203838,1610,0.036522
1785256492976168728,1610,0.036522
1785256493018067720,551,0.041986
1785256493042598848,551,0.041986
1785256493095987819,1840,0.029673
1785256493118636205,602,0.036113
1785256493160824909,1424,0.038041
1785256493195970303,1855,0.029728
1785256493221400150,612,0.036822
1785256493260765356,1293,0.035319
1785256493276019394,1293,0.035319
1785256493319736130,626,0.039578
1785256493342473254,626,0.039578
1785256493396459057,1878,0.031379
1785256493420203073,725,0.040716
1785256493459155099,1153,0.043569
1785256493495455745,1813,0.030069
1785256493521601264,817,0.041746
1785256493558857891,1140,0.040792
1785256493575927796,1140,0.040792
1785256493622634825,896,0.040384
1785256493642494629,896,0.040384
1785256493698170486,1798,0.030628
1785256493724062932,1086,0.039970
1785256493756993211,972,0.041749
1785256493796090953,1813,0.029949
1785256493825525918,1136,0.041887
1785256493856674489,894,0.038900
1785256493875906961,894,0.038900
1785256493927585644,1244,0.039137
1785256493942609957,1244,0.039137
1785256493995858040,1849,0.030321
1785256494028318101,1276,0.039982
1785256494051322461,673,0.040835
1785256494100585846,1825,0.029415
1785256494129170679,1368,0.040281
1785256494152825589,607,0.038585
1785256494175914851,607,0.038585
1785256494227432960,1335,0.039028
1785256494242533362,1335,0.039028
1785256494298429291,1930,0.032210
1785256494330027557,1505,0.038566
1785256494342232191,1505,0.038566
1785256494397734766,1883,0.031909
1785256494431453307,1652,0.034549
1785256494450414960,407,0.041150
1785256494476131187,407,0.041150
1785256494531130917,1654,0.035280
1785256494542474978,1654,0.035280
1785256494602833092,1834,0.033041
1785256494634140877,1822,0.034563
1785256494650879277,428,0.038556
1785256494697950600,1809,0.034453
1785256494733047952,1860,0.033930
1785256494749819456,393,0.035628
1785256494775742763,393,0.035628
1785256494832025720,1824,0.032852
1785256494842849072,1824,0.032852
1785256494898999538,1805,0.032784
1785256494933174810,1868,0.033452
1785256494942511895,1868,0.033452
1785256494998438663,1788,0.033371
1785256495035976021,1824,0.032548
1785256495050840670,446,0.038209
1785256495075816516,446,0.038209
1785256495131786456,1856,0.032742
1785256495142624309,1856,0.032742
1785256495198339117,1722,0.034265
1785256495231819511,1813,0.032045
1785256495250714989,407,0.038146
1785256495275990073,407,0.038146
1785256495333352142,1928,0.030688
1785256495350753858,424,0.041524
1785256495376227012,424,0.041524
1785256495433876118,1982,0.030489
1785256495442462978,1982,0.030489
1785256495495800905,1367,0.037245
1785256495536195540,1902,0.029034
1785256495541912286,1902,0.029034
1785256495594728939,1356,0.037338
1785256495630179985,1826,0.028646
1785256495654105142,652,0.036628
1785256495676168737,652,0.036628
1785256495732115647,1837,0.028384
1785256495742564054,1837,0.028384
1785256495793777349,1194,0.036471
1785256495830347005,1821,0.031000
1785256495856363762,853,0.040626
1785256495892641351,1095,0.040334
1785256495929550624,1757,0.028029
1785256495962603940,934,0.039689
1785256495975934189,934,0.039689
1785256496029978224,1779,0.027235
1785256496042576081,1779,0.027235
1785256496093557508,908,0.037582
1785256496129462154,1773,0.027257
1785256496142243473,1773,0.027257
1785256496189496279,808,0.038724
1785256496230417543,1826,0.027418
1785256496260697409,1131,0.039362
1785256496276051797,1131,0.039362
1785256496329958106,1783,0.026991
1785256496342471276,1783,0.026991
1785256496387408366,664,0.038276
1785256496430717647,1850,0.032170
1785256496466599758,1324,0.036763
1785256496486573001,623,0.034769
1785256496530533524,1804,0.028279
1785256496563216427,1403,0.038954
1785256496576103909,1403,0.038954
1785256496631641069,1821,0.028682
1785256496642414122,1821,0.028682
1785256496684654283,493,0.040818
1785256496731223316,1806,0.029917
1785256496765038404,1552,0.033532
1785256496783650113,449,0.039051
1785256496832535642,1865,0.030593
1785256496870713623,1575,0.036851
1785256496876088663,1575,0.036851
1785256496933938821,1885,0.031139
1785256496942477248,1885,0.031139
1785256496983296455,392,0.039096
1785256497034405590,1848,0.033000
1785256497066415060,1661,0.032738
1785256497081280304,348,0.037367
1785256497135418802,1944,0.032391
1785256497160732276,1746,0.032004
1785256497175931010,1746,0.032004
1785256497233771180,1811,0.034566
1785256497242589554,1811,0.034566
1785256497282356644,346,0.037641
1785256497330249739,1711,0.036130
1785256497360033411,1867,0.032627
1785256497382851113,375,0.036705
1785256497430295119,1592,0.034073
1785256497468946946,1937,0.031287
1785256497475944736,1937,0.031287
1785256497530427799,1496,0.031870
1785256497542436188,1496,0.031870
1785256497582146258,445,0.037233
1785256497632902175,1426,0.037099
1785256497667882812,1892,0.035076
1785256497685215789,502,0.034524
1785256497734382128,1477,0.034985
1785256497766740605,1873,0.032733
1785256497775925086,1873,0.032733
1785256497829843340,1327,0.034589
1785256497842439039,1327,0.034589
1785256497887375759,649,0.037541
1785256497928466200,1222,0.035747
1785256497942065197,1222,0.035747
1785256497987056957,701,0.037354
1785256498022335709,1193,0.040694
1785256498065353070,1787,0.029221
1785256498075894562,1787,0.029221
1785256498127254167,1112,0.037291
1785256498142367055,1112,0.037291
1785256498189256231,815,0.036127
1785256498228556684,937,0.035836
1785256498265983239,1881,0.029978
1785256498287157294,891,0.038286
1785256498323471360,891,0.038808
1785256498364152401,1771,0.027976
1785256498376083501,1771,0.027976
1785256498424129320,882,0.036147
1785256498442438480,882,0.036147
1785256498493064569,1075,0.034985
1785256498520905276,710,0.037330
1785256498563827098,1801,0.029219
1785256498593469486,1143,0.037278
1785256498625805887,732,0.036462
1785256498665469498,1822,0.033026
1785256498676007535,1822,0.033026
1785256498720720762,627,0.035318
1785256498742446578,627,0.035318
1785256498796293074,1350,0.036599
1785256498818679227,525,0.035271
1785256498866569813,1840,0.033066
1785256498896486624,1465,0.033322
1785256498917442523,465,0.035098
1785256498968203528,1936,0.032111
1785256498975750194,1936,0.032111
1785256499016038836,386,0.037106
1785256499042152667,386,0.037106
1785256499102652346,1560,0.034539
1785256499116195569,365,0.035134
1785256499167825430,1927,0.032713
1785256499175843836,1927,0.032713
1785256499215800538,346,0.035023
1785256499267251024,1785,0.033998
1785256499276196584,1785,0.033998
1785256499316866230,353,0.036319
1785256499342715914,353,0.036319
1785256499402959614,1852,0.033143
1785256499416256952,329,0.035151
1785256499466644705,1721,0.033827
1785256499501323304,1822,0.031644
1785256499520948453,371,0.033558
1785256499566263265,1648,0.032550
1785256499575701304,1648,0.032550
1785256499615391500,389,0.034028
1785256499642316880,389,0.034028
1785256499700463394,1870,0.029936
1785256499716618116,396,0.035012
1785256499766633817,1626,0.030438
1785256499800735118,1823,0.028893
1785256499817723746,445,0.036765
1785256499865696828,1556,0.033700
1785256499875732641,1556,0.033700
1785256499918246522,444,0.034866
1785256499942243277,444,0.034866
1785256500003098776,1822,0.028060
1785256500018460745,505,0.034743
1785256500063568986,1304,0.034561
1785256500099296587,1789,0.028642
1785256500118595450,529,0.034076
1785256500162751593,1280,0.033927
1785256500176058578,1280,0.033927
1785256500217490385,558,0.035121
1785256500242256787,558,0.035121
1785256500297899491,1832,0.027937
1785256500321426655,673,0.037135
1785256500342154037,673,0.037135
1785256500397843731,1771,0.027142
1785256500427492671,763,0.037125
1785256500460739875,1098,0.035456
1785256500475900482,1098,0.035456
1785256500522540134,772,0.036182
1785256500542520923,772,0.036182
1785256500595893696,1724,0.026167
1785256500625201583,932,0.036148
1785256500658016131,913,0.034666
1785256500698339906,1720,0.025299
1785256500721776540,1015,0.036760
1785256500757574560,808,0.035054
1785256500776035606,808,0.035054
1785256500827039248,1131,0.035297
1785256500842590680,1131,0.035297
1785256500902105124,1823,0.027150
1785256500929621478,1177,0.035220
1785256500955251762,639,0.035251
1785256500975905931,639,0.035251
1785256501028759262,1263,0.036370
1785256501053482646,589,0.035619
1785256501075706781,589,0.035619
1785256501129656182,1295,0.033117
1785256501142255927,1295,0.033117
1785256501198402900,1786,0.029880
1785256501230962866,1410,0.036368
1785256501250909958,413,0.038115
1785256501297856578,1758,0.027941
1785256501337493704,1574,0.034092
1785256501352366428,454,0.036012
1785256501376241104,454,0.036012
1785256501432692563,1572,0.032635
1785256501442238336,1572,0.032635
1785256501500400329,1792,0.030155
1785256501534878221,1671,0.031143
1785256501550007384,387,0.035597
1785256501598959095,1789,0.028533
1785256501632999598,1710,0.030641
1785256501650288272,385,0.034000
1785256501676108445,385,0.034000
1785256501733164315,1691,0.029341
1785256501742383883,1691,0.029341
1785256501804682136,1797,0.030467
1785256501833964370,1716,0.030841
1785256501851029112,404,0.036669
1785256501900306992,1745,0.029638
1785256501926670704,1719,0.030204
1785256501949906725,349,0.033135
1785256501975841942,349,0.033135
1785256502026453478,1822,0.029454
1785256502042500625,1822,0.029454
1785256502099774888,1640,0.031105
1785256502132492796,1770,0.029353
1785256502142181994,1770,0.029353
1785256502197844699,1550,0.031274
1785256502239039934,1881,0.029052
1785256502251487839,388,0.032543
1785256502275886827,388,0.032543
1785256502334175264,1860,0.029627
1785256502342255901,1860,0.029627
1785256502395761804,1335,0.029712
1785256502433704136,1898,0.027001
1785256502452645669,537,0.036236
1785256502496548118,1337,0.032523
1785256502532099666,1775,0.026554
1785256502551651156,585,0.035321
1785256502575849064,585,0.035321
1785256502632190812,1799,0.028032
1785256502642466832,1799,0.028032
1785256502699262544,1106,0.036297
1785256502731224610,1787,0.024904
1785256502756524573,784,0.035411
1785256502793596554,1070,0.035737
1785256502830953804,1739,0.025377
1785256502857452356,850,0.035826
1785256502876090722,850,0.035826
1785256502931169452,1708,0.024316
1785256502942297655,1708,0.024316
1785256502991249550,853,0.036077
1785256503030803246,1790,0.025473
1785256503059218332,978,0.034756
1785256503075686290,978,0.034756
1785256503135834694,1772,0.025812
1785256503161549334,1084,0.038306
1785256503175597881,1084,0.038306
1785256503231440890,1746,0.024890
1785256503242551080,1746,0.024890
1785256503291393516,709,0.037561
1785256503325840157,1759,0.028595
1785256503342314902,1759,0.028595
1785256503387786233,625,0.034799
1785256503431272028,1716,0.025424
1785256503466822709,1320,0.035992
1785256503475900326,1320,0.035992
1785256503532951650,1801,0.026272
1785256503542513783,1801,0.026272
1785256503585441740,479,0.036513
1785256503637885770,1782,0.027830
1785256503668103820,1474,0.032013
1785256503684839000,381,0.037269
1785256503734695941,1836,0.029673
1785256503766330196,1483,0.032540
1785256503775833428,1483,0.032540
1785256503835111078,1824,0.027943
1785256503842449739,1824,0.027943
1785256503883212982,377,0.035032
1785256503934673976,1845,0.029342
1785256503942347988,1845,0.029342
1785256503982343687,267,0.035774
1785256504034854415,1824,0.027986
1785256504073206261,1760,0.029580
1785256504075755142,1760,0.029580
1785256504134566098,1734,0.030120
1785256504142357483,1734,0.030120
1785256504182591431,339,0.034187
1785256504233349017,1620,0.030610
1785256504269297160,1806,0.030515
1785256504283378175,388,0.033597
1785256504330820742,1534,0.030851
1785256504369297127,1881,0.028391
1785256504376160187,1881,0.028391
1785256504432313456,1499,0.029717
1785256504442270375,1499,0.029717
1785256504484413287,385,0.037280
1785256504529265834,1431,0.033611
1785256504567165759,1815,0.028134
1785256504582658414,445,0.037053
1785256504630455297,1425,0.032173
1785256504666583705,1781,0.026827
1785256504675767880,1781,0.026827
1785256504731457743,1361,0.034147
1785256504742266042,1361,0.034147
1785256504786942688,531,0.037226
1785256504829569759,1185,0.035613
1785256504866362219,1801,0.027795
1785256504885074533,636,0.036194
1785256504927870024,1180,0.034454
1785256504966149266,1788,0.024943
1785256504975912989,1788,0.024943
1785256505028436734,1123,0.036049
1785256505042626709,1123,0.036049
1785256505088886848,671,0.035447
1785256505126339806,965,0.037132
1785256505141837597,965,0.037132
1785256505194264304,831,0.036216
1785256505226081435,939,0.034039
1785256505265053828,1717,0.025657
1785256505275815242,1717,0.025657
1785256505325493477,930,0.035186
1785256505342553266,930,0.035186
1785256505397229246,1024,0.034739
1785256505427882826,732,0.033652
1785256505467068956,1808,0.025557
1785256505475630272,1808,0.025557
1785256505522399473,692,0.034101
1785256505565456869,1764,0.026496
1785256505576017630,1764,0.026496
1785256505621628245,650,0.035843
1785256505642559105,650,0.035843
1785256505696169715,1214,0.036136
1785256505718994354,532,0.035709
1785256505742021338,532,0.035709
1785256505796604696,1344,0.032384
1785256505818310406,505,0.034329
1785256505868538339,1905,0.029054
1785256505875871404,1905,0.029054
1785256505922672772,374,0.033804
1785256505942375186,374,0.033804
1785256505998799830,1456,0.032885
1785256506014557185,321,0.035278
1785256506066623415,1842,0.027514
1785256506099990745,1606,0.030814
1785256506114477145,336,0.034097
1785256506166790589,1677,0.029853
1785256506176101416,1677,0.029853
1785256506217211608,354,0.033549
1785256506242286568,354,0.033549
1785256506302145856,1766,0.028630
1785256506314949604,358,0.035820
1785256506341843384,358,0.035820
1785256506406138392,1696,0.029927
1785256506416462362,359,0.032501
1785256506466553578,1651,0.029160
1785256506475681732,1651,0.029160
1785256506515277169,353,0.032354
1785256506542161708,353,0.032354
1785256506599984507,1749,0.027961
1785256506614982958,362,0.034401
1785256506666920145,1654,0.031306
1785256506699476722,1749,0.028089
1785256506717804047,429,0.034762
1785256506760340114,1570,0.029790
1785256506775737721,1570,0.029790
1785256506821301855,377,0.034254
1785256506842163006,377,0.034254
1785256506900199588,1841,0.027058
1785256506916158834,427,0.031869
1785256506942030819,427,0.031869
1785256507001035725,1854,0.027719
1785256507018502318,438,0.037230
1785256507064478758,1258,0.032189
1785256507075625393,1258,0.032189
1785256507119447490,516,0.034370
1785256507142014120,516,0.034370
1785256507199457113,1810,0.025975
1785256507220533709,590,0.036785
1785256507263129606,1138,0.035520
1785256507304265402,1713,0.026243
1785256507323718806,722,0.035223
1785256507361617368,1081,0.033955
1785256507375731915,1081,0.033955
1785256507423483855,789,0.034932
1785256507442381685,789,0.034932
1785256507497276734,1685,0.025285
1785256507521525135,852,0.036869
1785256507541927121,852,0.036869
1785256507597917598,1703,0.026035
1785256507626761268,989,0.036552
1785256507658015516,800,0.035350
1785256507675738405,800,0.035350
1785256507729422647,994,0.032935
1785256507742150990,994,0.032935
1785256507803727710,1752,0.025376
1785256507829648381,1131,0.034531
1785256507854903350,615,0.035230
1785256507897508095,1754,0.024942
1785256507929286071,1174,0.035917
1785256507954391255,606,0.035126
1785256507975576640,606,0.035126
1785256508033150068,1238,0.034984
1785256508042475528,1238,0.034984
1785256508098290082,1719,0.026957
1785256508131833328,1329,0.032235
1785256508151857601,454,0.032844
1785256508203572087,1690,0.027683
1785256508232451409,1451,0.033223
1785256508251639703,458,0.033607
1785256508275969747,458,0.033607
1785256508327536682,1457,0.030829
1785256508342385624,1457,0.030829
1785256508399902339,1752,0.027455
1785256508434803915,1643,0.032189
1785256508450612382,378,0.033921
1785256508502666885,1765,0.027007
1785256508526072321,1633,0.028809
1785256508550295990,346,0.034743
1785256508576231920,346,0.034743
1785256508637414499,1628,0.027389
1785256508642261476,1628,0.027389
1785256508701143597,1754,0.027974
1785256508733699932,1625,0.029596
1785256508742288896,1625,0.029596
1785256508796289093,1744,0.028133
1785256508833743865,1667,0.028375
1785256508849340460,272,0.034475
1785256508875707810,272,0.034475
1785256508927567129,1790,0.027923
1785256508942543810,1790,0.027923
1785256508999816245,1576,0.029339
1785256509035418549,1823,0.027678
1785256509050115064,345,0.029985
1785256509103067760,1441,0.030813
1785256509128210377,1879,0.028272
1785256509151358339,383,0.033813
1785256509175966782,383,0.033813
1785256509235229121,1825,0.028443
1785256509242313046,1825,0.028443
1785256509297566179,1361,0.030228
1785256509333854921,1813,0.024529
1785256509342357094,1813,0.024529
1785256509396031890,1300,0.032617
1785256509432076321,1764,0.025454
1785256509453664867,530,0.033351
1785256509475897700,530,0.033351
1785256509532796598,1777,0.027645
1785256509542680235,1777,0.027645
1785256509600034782,1123,0.034409
1785256509631950233,1762,0.024389
1785256509657382355,744,0.034072
1785256509694383750,1043,0.034526
1785256509731092679,1751,0.025303
1785256509757670413,775,0.033353
1785256509775877200,775,0.033353
1785256509830808209,1719,0.024996
1785256509842436253,1719,0.024996
1785256509893677408,887,0.034826
1785256509931660755,1735,0.022555
1785256509959298445,869,0.034550
1785256509975615285,869,0.034550
1785256510042324214,1671,0.024519
1785256510061639350,990,0.034467
1785256510076044652,990,0.034467
1785256510132120290,1717,0.022745
1785256510142480599,1717,0.022745
1785256510191043820,727,0.033567
1785256510230134922,1706,0.024712
1785256510262215811,1120,0.032877
1785256510287933375,622,0.033875
1785256510331476950,1729,0.025416
1785256510364407292,1213,0.035392
1785256510376027253,1213,0.035392
1785256510432898233,1793,0.026045
1785256510442370788,1793,0.026045
1785256510490524116,457,0.034581
1785256510533456494,1762,0.027209
1785256510542141280,1762,0.027209
1785256510584149968,385,0.033812
1785256510636851464,1814,0.026382
1785256510665329217,1377,0.031149
1785256510675894192,1377,0.031149
1785256510735670742,1858,0.026196
1785256510742206973,1858,0.026196
1785256510782807332,287,0.030927
1785256510837632504,1866,0.028460
1785256510867580816,1582,0.029693
1785256510882510155,284,0.035696
1785256510940622058,1759,0.026407
1785256510969461845,1722,0.028242
1785256510975865267,1722,0.028242
1785256511032782341,1616,0.027445
1785256511042216924,1616,0.027445
1785256511083146469,350,0.032855
1785256511134304131,1602,0.028791
1785256511141937177,1602,0.028791
1785256511183282722,351,0.033563
1785256511231503819,1518,0.029714
1785256511261822424,1797,0.027906
1785256511275878776,1797,0.027906
1785256511326903677,1525,0.029622
1785256511342371776,1525,0.029622
1785256511384490238,404,0.033756
1785256511438607105,1443,0.032147
1785256511442032826,1443,0.032147
1785256511485348517,454,0.034774
1785256511531135854,1366,0.029857
1785256511566483461,1742,0.025987
1785256511576103083,1742,0.025987
1785256511626003685,1317,0.031563
1785256511642193829,1317,0.031563
1785256511685565571,464,0.034421
1785256511732719491,1150,0.031283
1785256511742128039,1150,0.031283
1785256511786999027,534,0.035203
1785256511833015735,1157,0.034881
1785256511865617621,1765,0.024265
1785256511875718391,1765,0.024265
1785256511934123661,1069,0.036472
1785256511942185791,1069,0.036472
1785256511991360094,667,0.032947
1785256512026440173,962,0.034433
1785256512064667852,1713,0.025325
1785256512090888445,786,0.033928
1785256512126550719,981,0.033069
1785256512164146277,1696,0.024418
1785256512175954993,1696,0.024418
1785256512225766472,918,0.034018
1785256512242384457,918,0.034018
1785256512293062789,972,0.034073
1785256512323512493,762,0.033331
1785256512370374370,1740,0.023255
1785256512394430751,1063,0.032492
1785256512422030934,733,0.033670
1785256512464306886,1667,0.023353
1785256512475812020,1667,0.023353
1785256512521621816,631,0.034234
1785256512542204959,631,0.034234
1785256512598053243,1162,0.032410
1785256512619427100,546,0.033835
1785256512665507875,1779,0.025338
1785256512675817329,1779,0.025338
1785256512718114073,443,0.033263
1785256512768282427,1876,0.026980
1785256512775732281,1876,0.026980
1785256512826661532,406,0.034158
1785256512842526404,406,0.034158
1785256512904934387,1444,0.032138
1785256512916895198,374,0.032946
1785256512941870534,374,0.032946
1785256512999910298,1538,0.030506
1785256513016826815,368,0.035258
1785256513066739677,1664,0.028355
1785256513075878580,1664,0.028355
1785256513117614584,376,0.033437
1785256513142359936,376,0.033437
1785256513202353282,1655,0.029670
1785256513216530674,337,0.036503
1785256513268683558,1703,0.029816
1785256513306992789,1676,0.028780
1785256513316867611,333,0.033231
1785256513367196812,1683,0.029042
1785256513376038586,1683,0.029042
1785256513416903681,362,0.032429
1785256513442189364,362,0.032429
1785256513500178885,1667,0.028248
1785256513517022102,389,0.036402
1785256513541973955,389,0.036402
1785256513600609886,1685,0.027110
1785256513617085031,371,0.033146
1785256513671628448,1563,0.029417
1785256513675548641,1563,0.029417
1785256513719343188,338,0.033099
1785256513742319306,338,0.033099
1785256513810335756,1851,0.026000
1785256513819953417,333,0.033909
1785256513866124842,1382,0.032579
1785256513900625665,1807,0.027625
1785256513916161467,425,0.033694
1785256513963511930,1245,0.030088
1785256513975611297,1245,0.030088
1785256514019443199,515,0.034446
1785256514042086151,515,0.034446
1785256514098483718,1725,0.026199
1785256514120811839,615,0.031930
1785256514141791528,615,0.031930
1785256514197185968,1692,0.026932
1785256514227204444,679,0.034585
1785256514262018973,1084,0.031889
1785256514275758772,1084,0.031889
1785256514323983247,758,0.032211
1785256514342348797,758,0.032211
1785256514397960673,1684,0.023775
1785256514425353572,866,0.034790
1785256514459339644,896,0.034020
1785256514497093276,1650,0.023881
1785256514528482149,921,0.033397
1785256514558482057,842,0.034131
1785256514576063160,842,0.034131
1785256514626246539,955,0.031445
1785256514642478065,955,0.031445
1785256514702220243,1724,0.025048
1785256514727714125,1043,0.033559
1785256514742443766,1043,0.033559
1785256514797749476,1700,0.026505
1785256514829689179,1150,0.033028
1785256514854640906,554,0.033505
1785256514875930315,554,0.033505
1785256514931672588,1159,0.032946
1785256514942494859,1159,0.032946
1785256514997933953,1672,0.026197
1785256515031078137,1278,0.030772
1785256515052862388,496,0.030722
1785256515100670753,1635,0.025190
1785256515138631457,1368,0.030887
1785256515150549962,483,0.035723
1785256515175716409,483,0.035723
1785256515231312472,1368,0.033750
1785256515242350258,1368,0.033750
1785256515307984817,1743,0.035602
1785256515334227373,1514,0.033783
1785256515342058380,1514,0.033783
1785256515413706448,1942,0.040423
1785256515448476066,1669,0.034456
1785256515454852247,259,0.067434
1785256515475621810,259,0.067434
1785256515536397586,1747,0.032097
1785256515542357788,1747,0.032097
1785256515607779977,2032,0.038124
1785256515646895066,1879,0.029268
1785256515654208390,229,0.043615
1785256515710937560,1939,0.036251
1785256515750384425,1937,0.037176
1785256515756602050,180,0.044741
1785256515775552207,180,0.044741
1785256515844576347,2242,0.031635
1785256515844772310,2242,0.031635
1785256515904892999,1613,0.031846
1785256515943261945,2094,0.029528
1785256515943424151,2094,0.029528
1785256515998974013,1485,0.033593
1785256516038152279,2126,0.030926
1785256516054826277,337,0.035394
1785256516075621405,337,0.035394
1785256516147104116,2193,0.028398
1785256516147243304,2193,0.028398
1785256516204029672,1358,0.036234
1785256516238887233,2160,0.029647
1785256516242067611,2160,0.029647
1785256516296528903,1240,0.036561
1785256516340288197,2229,0.032224
1785256516351823848,498,0.036480
1785256516376027383,498,0.036480
